fronda	,,To był moment kompletnej pustki''
fronda	Koronawirus w Polsce: Kolejna ofiara, już 1085 zakażeń
tvn24	Nowy sondaż prezydencki. Duda i Trzaskowski w drugiej turze
tvn24	Ponad 26 tysięcy przypadków zakażeń w ciągu jednej doby w Brazylii. Pandemia "w szczytowej fazie"
fronda	Dziś wspominamy św. Katarzynę – opiekunkę w epidemii
tvn24	Uciekające auto bez kierowcy na "ekspresówce"
tvn24	Kwiecień niezwykle trudny dla budżetu państwa. Wpływy z podatków drastycznie spadły
fronda	MEN: Powrót do szkół we wrześniu nie jest oczywisty
tvn24	Posłanka Koalicji Obywatelskiej o sytuacji na Śląsku. Posłanka Prawa i Sprawiedliwości zakłada maseczkę
tvn24	Wójcik: Komisja do spraw pedofilii ruszy. Dotknie wszystkich, co do których przestępstwa były umorzone
fronda	Ekonomiści: Otwierać Polskę i Europę póki czas
fronda	Objawienia w Fatimie - znak dany naszej epoce
tvn24	Gowin: Dwa razy zawiadomiłem CBA. Chodziło między innymi o spółki, w których udziały miał Marcin Szumowski
fronda	'Katastrofa smoleńska wszystkich nas poraziła'
fronda	Wybory prezydenckie. Jest uchwała PKW
tvn24	Biedroń wysyła Sasinowi fakturę. Mówi o "bizancjum PiS-u"
tvn24	Ministerstwo Zdrowia: 356 nowych przypadków w poniedziałek, 11 osób nie żyje
fronda	Opozycja podzielona. Kosiniak: wezmę udział w wyborach
fronda	Wiceminister Szwed: 13-tki i 14-tki będą wypłacane
fronda	Raport: Ponad 200 nowych przypadków zakażenia w Polsce
tvn24	"Mówimy o zaniku jakichkolwiek standardów uczciwości w tym rządzie"
tvn24	Jechali na mecz, części bmw rozbiły szyby w ich autokarze. "Wszystko wyglądało jak na filmie"
fronda	MZ informuje o 135 nowych zakażeniach koronawirusem 
fronda	MOCNE! Beata Szydło wbija szpilę Kidawie-Błońskiej
tvn24	Premier League przebadana. 1130 negatywnych wyników
tvn24	"Udało się odnaleźć pakiety wyborcze". Jeszcze kilka dni temu nikt "nie miał wiedzy", gdzie są
tvn24	Koalicja Obywatelska zapowiada wniosek do CBA w sprawie oświadczeń majątkowych ministra zdrowia
tvn24	Trzech chętnych do roli lidera na Tour de France. Team Ineos nie spieszy się z decyzją
tvn24	Usunęli bariery blokujące jazdę na skróty, kolejne pojawiły się kilkadziesiąt metrów dalej 
tvn24	"Państwo powaliło go na kolana", więc sądy przyznały mu odszkodowanie. Ale do pracy wrócić nie może
tvn24	Instagram uruchamia nowy format treści. Czym są Poradniki?
fronda	Kościół po koronawirusie. 'Potrzeba solidnej katechezy'
tvn24	Ósmoklasistka nie weszła do szkoły, bo miała podwyższoną temperaturę. Czy tak będzie na egzaminie?
fronda	Dramat umierania bez sakramentów i pożegnania
fronda	Patryk Jaki: Polska nie jest unijnym powiatem!
tvn24	Bezpieczne plażowanie w czasie epidemii. Podano wytyczne
tvn24	Siłownie i kluby fitness będą otwarte. Premier podał termin
tvn24	Wyścigi F1 nie będą odwoływane w przypadku wykrycia u kierowcy koronawirusa. Zastąpi go rezerwowy
fronda	Troszczcie się o pokarm, który trwa na wieki
tvn24	"Hoss" wyszedł z aresztu i od razu pojechał na komisariat
tvn24	Kubica najszybszy, ale krytyczny. "Nie znałem trasy, pedałowałem bez sensu"
fronda	Watykan. Apel o troskę nad ludźmi starszymi i samotnymi
fronda	Francja: zabijanie dzieci nienarodzonych bez zakłóceń
tvn24	"To są być może elementy nacisku, które zmuszają ministra Szumowskiego do ciągłej zmiany zdania"
fronda	Utwór, którym warto wzruszyć się jeszcze raz
tvn24	Potężna burza dotarła do Australii. "Słuchajcie komunikatów służb"
fronda	Kosiniak: Nie wyciskamy soku z buraka ani z wieści
tvn24	Ministerstwo Zdrowia: 416 nowych przypadków zakażenia w sobotę, 10 osób zmarło
fronda	Finansowanie organizacji ekologicznych będzie jawne
fronda	Dwa projekty w sprawie ścigania zbrodni komunistycznych
fronda	Pierwsze ze wszystkich przykazań
fronda	Nowa prognoza dot.koronawirusa. Dobre wieści dla Polski
fronda	Morawiecki w ‘Le Figaro’: Musimy powrócić do nauki JPII
fronda	Ks. Szerszeń: Jak przed koronawirusem graliśmy życiem
fronda	Pedokasta Basta!
fronda	PAD w Washington Post: Pokój zapewnią państwa narodowe
fronda	O zmartwychwstaniu ciał. Jaka jest nauka Kościoła
tvn24	"Bo nie zabrał z przystanku jego partnerki". Zarzuty po ataku na kierowcę autobusu miejskiego

tvn24	Szybkie zamknięcie granic, godzina policyjna, a liczba nowych zakażeń nadal wysoka. Co poszło nie tak?
tvn24	"Jose Antonio, jesteś wieczny". Piękny hołd Sevilli rok po śmierci Reyesa
tvn24	Elektrownia Ostrołęka w nowej formie. Jest porozumienie gigantów
fronda	Szef 'Iustitii' straszy prof. Kamila Zaradkiewicza
tvn24	Pandemia zmienia rynek pracy. "To rewolucja"
fronda	Ciebie, Boga wysławiamy!
fronda	Jak Barbara Piela widzi pożegnanie I prezes SN? (Wideo)
fronda	PKB - w Unii spadek, a Polska ,,zieloną wyspą''!
fronda	Polska będzie koroną Europy!!! Niesamowita wizja
tvn24	Bon turystyczny pod dużym znakiem zapytania. Rzecznik rządu wyjaśnia
fronda	Prasa w Moskwie: Rosyjski monopol na ISS się skończył
tvn24	"To wielu nas skłoni do przewartościowania swojego życia i przemyślenia, co w nim jest najważniejsze"
fronda	,,Propozycja Budki to konstytucyjny zamach stanu!''
fronda	Macierewicz. Podsumowanie ustaleń tragedii smoleńskiej
fronda	Ks. Małkowski: Restrykcje wobec Kościoła niepotrzebne
fronda	Od 18 maja wracają restauracje i zakłady fryzjerskie
fronda	Bukowski: Nieudolność i głupota Kidawy-Błońskiej
tvn24	Matura i egzamin ósmoklasisty. Minister zdradza szczegóły testów i nowy harmonogram rekrutacji
fronda	Dworczyk o żądaniach Budki: Bądźmy poważni...
fronda	Bloomberg: Polska najlepiej radzi sobie z kryzysem
tvn24	Ponad 80 ofiar supercyklonu. "Wyglądało to tak, jakby świat miał się skończyć"
fronda	Koronawirus na proteście ,,przedsiębiorców’’
fronda	Karczewski: Rezygnuję z funkcji wicemarszałka Senatu
fronda	Restrykcje będą przedłużone. Co z maseczkami?
fronda	Prośmy za kapłanów i lekarzy poświęcających swoje życie
tvn24	Kiedy zniesienie obowiązku noszenia maseczek na ulicach? "Trwają dyskusje" 
fronda	PiS z ogromną przewagą! Już 53 proc. poparcia
fronda	Matka Kurka: Wybory. Gotowe rozwiązanie leży na stole
fronda	Wybory kopertowe są niebezpieczne? Minister dementuje!
tvn24	Z Lotniska Chopina zniknęło 99 procent pasażerów
fronda	Rosyjska olimpijka: Epidemia to kara za obrażanie Rosji
fronda	Ekspert: W USA zachorują miliony, umrze 200 tys. osób
fronda	Prezydent Zielonej Góry: Mam złamać prawo?
tvn24	Postrzelona 35-latka nie żyje. Będzie zmiana zarzutów dla byłego partnera
fronda	Semka: Latkowski zasłynie mocnym publicznym oskarżeniem
tvn24	Korona zaskoczyła w Płocku. Pierwszy taki mecz w tym sezonie
fronda	Zatrzymanie generała SBU. Cios w sieć szpiegowską Rosji
fronda	Warszawski ratusz. Bezmyślność i brak profesjonalizmu 
fronda	Kierwiński: Każda partia może nam zazdrościć kandydatów
fronda	Zakonnice na pierwszej linii walki z koronawirusem
tvn24	Propozycja w sprawie zakazu handlu w niedziele. "Musimy poszukiwać odważnych rozwiązań"
fronda	Kasta basta: Markiewicz wzywa sędziów do puczu
fronda	Tak płaczą nieodebrane dzieci...
fronda	Dzienniczek św. Siostry Faustyny. POSŁUCHAJ
fronda	O. Jan Pach: Obudzić Polskę prymasa Wyszyńskiego!
fronda	Kasta basta. Król wnuczkowej mafii na wolności
fronda	Pentagon: Chiny wciąż blokują informacje o epidemii
tvn24	Zenit wznowił treningi. Bez gwiazdy i reprezentanta Polski
fronda	W jakim celu Jezus zstąpił do piekieł?
tvn24	Turyści zabłądzili w okolicach Turbacza. W Tatrach lawinowa "jedynka"
tvn24	Duży spadek liczby i wartości udzielanych kredytów
tvn24	"Sprawiał najwięcej kłopotów". Capello wspomina Ronaldo
fronda	Moje Totus Tuus wiąże się z Jasną Górą
fronda	Budka przestrzega Kaczyńskiego i wzywa Premiera
fronda	Raport: Ponad 160 nowych przypadków zakażenia
tvn24	Przed otwarciem przedszkoli i żłobków sprawdzili pracowników. 456 osób z wynikami "pozytywnymi lub wątpliwymi" 
fronda	Żukowska o Tusku: To nie apel, tylko szantaż moralny
fronda	Marszałek woj. pomorskiego o swojej wygranej z COVID-19
fronda	Kasta Basta! Szef mafii wnuczkowej zwolniony za kaucją 
fronda	RPD w obronie dzieci poczętych: Użyjcie sumienia
tvn24	"Misie na wybieg od ulicy już nie wrócą". Po incydencie z podtapianiem, niedźwiedzie zostaną przeniesione
tvn24	Rzecznik Praw Dziecka powołał pierwszego członka komisji do spraw pedofilii
fronda	Gasiuk-Pihowicz o prezes Manowskiej: To ćwierćprezes
tvn24	"Weszliśmy w szóste masowe wymieranie". Jeśli nic nie zrobimy, zniknie ponad 500 gatunków zwierząt
fronda	Kolejny cios w mafię VAT-owską. CBA zatrzymało 2 osoby
fronda	Australia:Katolickie szkoły otwarte, kościoły-zamknięte
fronda	Wspólny lot bombowców USA i ukraińskich myśliwców
tvn24	Borowski: jestem za tym, by w środę Senat zakończył prace nad ustawą o wyborach
fronda	Kto kandydatem na I prezesa SN? Trwa liczenie głosów
fronda	Jaki: Trzaskowski rekordzistą świata złamanych obietnic
fronda	Chciał przełożyć wybory. Teraz mówi: To łamanie prawa
fronda	Koronawirus w Polsce. Kolejne 192 nowe zakażenia
fronda	Prof. Ryba: Wybory 28. czerwca leżą w interesie PO 
fronda	,,W PO nieważne są personalia. To zgniłe ugrupowanie''
tvn24	"Na śniadanie tuńczyk, po obiedzie budyń". Kolega z kadry o diecie Lewandowskiego
tvn24	Johnson w ogniu krytyki za obronę doradcy. "Zniewaga dla poświęceń Brytyjczyków"
fronda	Szczepionka na koronawirusa dostępna już za 18 miesięcy
fronda	Naród polski będzie pocieszony, ocalony i wywyższony
fronda	Osiem duchów zła. Jak z nimi walczyć?
fronda	Premier: opozycja chce doprowadzić do chaosu
tvn24	Więcej igrzysk w Tokio nie przełożą. "To ostatnia opcja"
tvn24	"Andrzej Duda komfortowo się w tym bałaganie czuje"
tvn24	Jeden stolik, cztery obce osoby, wśród nich premier. Morawiecki: te odległości są zalecane, ale nie nakazywane
fronda	Ewa Żarska o pedofilii. Materiał wstrząsający (WIDEO)
tvn24	"To może być cywilizacyjna katastrofa dla Polski" 
tvn24	Najpierw loty po kraju, a co potem? "Na początku czerwca powiemy"
fronda	Kuźmiuk: Tusk zdecydowany na wjazd na ,,białym koniu''
tvn24	Merkel: biedne kraje potrzebują więcej pomocy w czasie pandemii
tvn24	Posłowie zawiadamiają prokuraturę w sprawie zwłoki w publikacji uchwały PKW. "Premier opóźnił proces wyborczy"
fronda	Gdyby szkoła była niepotrzebna dawno byśmy ją zamknęli
tvn24	Rosja i USA "obdarowują się" respiratorami. Demokraci pytają Trumpa, dlaczego
fronda	Gowin podszedł do prezesa PiS. Jaka była jego reakcja?
fronda	Już kilkadziesiąt tys. osób straciło pracę w Polsce
tvn24	Działania Pekinu "w bezpośrednim konflikcie z międzynarodowymi zobowiązaniami Chin"
fronda	Seminarium FSSP w Niemczech dochodzi do zdrowia
fronda	Szczerski: Wiarygodność Dudy kontra produkty PR-u
tvn24	Nowe ognisko koronawirusa w szpitalu przy Lindleya
fronda	,,Dotacje z Unii muszą być związane z praworządnością''
fronda	USA: Tak źle jeszcze nie było. 2228 ofiar w ciągu doby
fronda	Znacznie lepiej radzimy sobie z pandemią niż Zachód
fronda	Orędzie Jana Pawła II na czas pandemii
tvn24	Zagrał pijany w NBA. "Nie pamiętam"
fronda	O rozpadzie jedności w Kościele katolickim
fronda	Himalaje absurdu! Hołownia: Albo Polska albo Dudastan
tvn24	Pogoda na 5 dni: burze z deszczem i silnym wiatrem 
tvn24	Stella Meghie wyreżyseruje film o Whitney Houston. Rodzina usunie kontrowersje?
fronda	Bloomberg: Koronawirus obnażył kruchość reżimu Putina
fronda	Hołownia płacze - elektorat nie wierzy łzom
fronda	Watykan: abp Gądecki ma zająć się sprawą bpa Janiaka
tvn24	Dwaj chłopcy potrąceni na chodniku. Policja: kierowca pijany, miał sądowy zakaz, uciekał
fronda	Czarzasty: ‘Trzeba rozwalić PiS i Dudę'
fronda	NATO: Epidemia nie wpływa na zdolności obronne Sojuszu
tvn24	Zjazd w Wengen może wypaść z kalendarza Pucharu Świata
tvn24	Obrady zakończone. Sąd Najwyższy wybrał kandydatów na pierwszego prezesa
fronda	Cichocki, Gawin, Karłowicz o naturze współczesnej wojny
tvn24	Najdroższe lalki erotyczne w historii. Piłkarski klub ukarany
fronda	Obecna epidemia woła o międzynarodową solidarność
fronda	#NieKłamMedyka! To bardzo ważne
tvn24	Gol dla Bayernu jakich mało. Piłka wpadła bramkarzowi za kołnierz
fronda	MZ: nowych 318 przypadków zakażeń i 24 zgony
tvn24	Hasła na koszulkach, klękanie po golu. Nie będzie kar dla piłkarzy Bundesligi
fronda	Kazik: nie pójdę na wojnę przeciwko PiS-owi
fronda	Trzeba wam się powtórnie narodzić!
fronda	Jerzy Bukowski: Harcerska służba w czasie zarazy
fronda	Obok Charlesa de Foucauld nie można przejść obojętnie
tvn24	Nowe limity pasażerów w komunikacji miejskiej
fronda	Słowenia ogłosiła koniec epidemii koronawirusa
fronda	Salvini: pożegnamy UE, nawet nie dziękując
tvn24	Czwarty pakiet antykryzysowy do dalszych prac. Zgłoszono kolejne poprawki
fronda	Watykan: Covid-19 okazją do... globalizacji?
fronda	Koronawirus zabił na całym świecie już 300 tys. osób
tvn24	Co się robi w czarnej bani? Pytanie za pięć tysięcy
tvn24	Słychać grzmoty. Sprawdź, gdzie jest burza
tvn24	Film braci Sekielskich "Zabawa w chowanego" w TVN. Emisja w czwartek o godzinie 21.35
fronda	Premier: Wybory być może zostaną przesunięte
fronda	Trzynastki dla emerytów. Już jutro pierwsze wypłaty
fronda	,,To szczyt pandemii w USA. Teraz będziemy szli w dół''
fronda	Polityk PiS: w partii Gowina panuje rozłam
tvn24	Obawy Pawła Zatorskiego. "Powrót do normalnej siatkówki może być niebezpieczny"
fronda	Raport Ministerstwa Zdrowia. Spadek nowych zakażeń 
fronda	Duda wygrywa w pierwszej turze, Kidawa dopiero trzecia
fronda	Ile testów na koronawirusa wykonuje Polska? ZOACZ!
fronda	Jakubiak ma 100 tys. podpisów, startuje w wyborach 
fronda	W najbliższych dniach wzrost zakażonych o kilka tys.
tvn24	Oszuści podszywają się pod pracowników ministerstwa. Ostrzeżenie
tvn24	Samochód uderzył w drzewo. Kierowca w szpitalu
tvn24	Nowy najlepiej zarabiający sportowiec. Gwiazdy piłki musiały ustąpić legendzie
tvn24	Ojciec i syn jechali ciągnikiem, uderzył w nich piorun
tvn24	Już ponad jedna trzecia kredytobiorców ma trudności ze spłatą rat
fronda	Koronawirus. Druga fala prawdopodobnie jesienią
fronda	Rada nadzorcza Fb. Soros, LGBT i Bractwo Muzułmańskie
fronda	,,GW'': Kaczyński zniszczył III RP i ,,stary układ''
fronda	,,Ws pedofilii w Kościele musi wkroczyć państwo''
tvn24	"Coś musi pęknąć, ale to nie będziemy my". Protesty w USA nie ustają
tvn24	Zmierzą wysokość i posprzątają. Chińscy naukowcy ruszyli na Mount Everest
fronda	Ks. Piórkowski: Godzina wywyższenia Syna Człowieczego
fronda	Biedroń chwali się mieszkaniami.W Słupsku salwa śmiechu
tvn24	Zapadło nieformalne porozumienie w sprawie terminu wyborów. "Czas tę sprawę zakończyć"
fronda	Norwegia: uchwalone prawo krzywdzi dzieci
tvn24	Lewandowski trafił też "krzyżakiem". "Najlepsza dziewiątka na świecie"
tvn24	"Są aż tak zaniedbane?" To nie jest zdjęcie z Janowa Podlaskiego
fronda	Seksualizacja dzieci to zaproszenie dla pedofilów
fronda	Paweł Mucha o 'tarczy antykryzysowej'
tvn24	Morawiecki: "zapanowaliśmy nad chorobą". Co na to dane?
tvn24	Włoski "przepis na miłość". Piosenka śpiewana po polsku zdobywa popularność
tvn24	Rząd chce zdjąć kaganiec finansowy. Jest projekt zawieszenia reguły wydatkowej
fronda	Koronawius: Potwierdzono 25 nowych przypadków zakażenia
tvn24	Żuraw ukrzyżowany na polu. "Miał odstraszać inne ptaki"
tvn24	Koszmarny powrót Pogoni Szczecin. Po nokaucie do przerwy już się nie podniosła
fronda	Kidawa-Błońska: Nie będę brała udziału w zabawie PiS
tvn24	Kępno otworzyło, ale już zamyka przedszkola. Burmistrz tłumaczy dlaczego
tvn24	Niektórzy studenci wracają na uczelnie. "Wszystko odbędzie się w sposób absolutnie kontrolowany"
tvn24	Poważne osłabienia w BVB. Podstawowy pomocnik nie zagra do końca sezonu
fronda	Die Welt: Polska w drodze do I ligi gospodarek UE
fronda	Ten, który się boi i drży, niech zawróci i się chroni
tvn24	Porównywał szczepionki do komór gazowych. "Sroga kara" dla lekarza
fronda	Warszawa to najwyższy sowiecki poziom biurokracji
fronda	Sakiewicz: opozycja woli awanturę zamiast demokracji
tvn24	Umowa o podziale władzy w Afganistanie. Ma zakończyć kilkumiesięczny impas polityczny 
tvn24	Hiszpania w lipcu przywróci swobodny ruch turystyczny
tvn24	Przywódca Chin zapowiada "podnoszenie gotowości armii do konfliktu zbrojnego"
fronda	Zdaniem Polaków debatę wygrał Andrzej Duda
tvn24	"Przestępcy w ten sposób chcą zdobyć Twoje dane do logowania". Duży bank ostrzega
fronda	Satanista Nergal gryzie PiS, ale po kasę rękę wyciąga
fronda	Zasłanianie ust i nosa w kościele
tvn24	"Widzieliśmy, że będzie źle. Że policja zmusza nas do tego, o co za chwilę będzie nas oskarżała"
tvn24	Polski klub chce zapełnić trybuny. Poszedł śladami Niemców
tvn24	Popularny park rozrywki ma pomóc uratować sezon NBA. "Orlando objęło pozycję lidera"
tvn24	Wiceminister sprawiedliwości ujawnia, ile osób przebywa w więzieniach za przestępstwa pedofilii
tvn24	Miała rower i transparent, tłumaczy dlaczego. "To moja osobista kontestacja niedobrej zmiany"
tvn24	"W pralce zauważyli ludzką rękę". Tak 39-latek ukrył się przed policją
fronda	Polski ozdrowieniec: wszyscy zachorujemy na COVID-19
fronda	Czy Polska wypowie Konwencję Stambulską?
fronda	"Opozycja to frustraci z urojeniem wyższościowym"
fronda	Chrystus zmartwychwstał. A my powtórzymy Jego los
fronda	Łukasz G. - Giertych: Obiecaliście, że nic nie wyjdzie
fronda	Morawiecki w 'El Mundo' wymienia największe grzechy UE
tvn24	Pytanie w "Milionerach" za 40 tysięcy. O dzieło Szekspira
tvn24	Coutinho odejdzie z Bayernu. "120 milionów euro nie jest już opcją"
fronda	Cuda eucharystyczne, wspaniałe skarby Kościoła
fronda	Wiceszefowa Fideszu: Tusk jest niczym przekorne dziecko
fronda	Wojskowa misja polskich lekarzy we Włoszech
tvn24	Dwie kolizje na Trasie Siekierkowskiej
tvn24	Żona i córka uciekły przez okno. Matka 50-latka nie zdążyła. Mężczyzna usłyszał zarzut zabójstwa
fronda	 Trzaskowski oburza się na ograniczenia w komunikacji
tvn24	"Lex deweloper" na Pradze Południe. Dawna fabryka i nieczynna przepompownia wpadły w oko inwestorom
fronda	Anglia: Doradca biskupów aktywistą LGBT i złodziejem?!
fronda	Kaja Godek do posłów: nie odpuścimy wam obrony życia!
tvn24	"Zawodnicy czują się jak astronauci, którzy wychodzą w przestrzeń kosmiczną"
tvn24	Hałas w morskich głębinach. Tylko dlaczego ten dźwięk przypomina szorowanie gwoździem po blasze? (NAGRANIA)
fronda	Czy Giertych straci prawo do wykonywania zawodu?
fronda	Dr Targalski: Prawdziwe dane o wirusie są ukrywane
tvn24	"Musimy to zaufanie budować". Trzaskowski z żoną składają swoje oświadczenie majątkowe
tvn24	Włosi chcą przełożenia mistrzostw świata na 2022 rok
fronda	Posłowie zagłosowali nad Tarczą Antykryzysową 3.0
fronda	Opozycja we mgle. Nie wiedzą kogo wystawić w wyborach
fronda	Ks. Piotr Pawlukiewicz - Stagnacja niczym śmierć
tvn24	"Wystarczy spojrzeć na ich piersi". Klub przeprasza za wpadkę z meczu
tvn24	Kaczkowski, Stelmach, Łukawski odchodzą z Trójki. "Dziękuję państwu za 23 lata życia, bo radio to życie"
fronda	Sasin: Aborcja eugeniczna nie powinna być dozwolona
fronda	Jak ocalić wiarę w godzinie próby?
tvn24	Rozkład krajowych połączeń LOT-u. Jest decyzja przewoźnika
tvn24	Sześcioletnie dziecko topiło się w stawie. Było reanimowane
fronda	Modlitwa do św. Józefa o pokorę...
tvn24	"Liczymy na głęboki namysł pana prezydenta". Wspólne oświadczenie 50 sędziów Sądu Najwyższego
fronda	Lara Gesler i Piotr Szeląg w ,,rzymskim małżeństwie''
fronda	ONZ: Aborcja jako priorytet w czasie epidemii
tvn24	"Za poprzedniej władzy, za obecnej i za następnej, która przyjdzie, będzie takie samo działanie policji" 
tvn24	Odwołane mistrzostwa świata w lotach jednak się odbędą. FIS wyznaczył termin
fronda	Komisja Europejska przyjęła tarczę antykryzysową
tvn24	Zakrwawiony policjant przeszedł 20 kilometrów. Przełożeni mu nie wierzyli, ale zarzutów nie będzie
fronda	PAD: projekt PiS to gwarancja bezpiecznych wyborów
fronda	Posłowie zagłosowali nad projektem ‘Zatrzymaj aborcję'
fronda	Soboń: Czy Giertych złamał tajemnicę adwokacką?
tvn24	Bayern osłabiony przed hitem. "Jest poza grą"
fronda	Grodzki wróży przedterminowe wybory parlamentarne  
fronda	Trump: Co, do cholery, mamy do stracenia?
fronda	Św. Jan Paweł II wszędzie świadczył o Chrystusie
fronda	Największy cud XXI wieku. Tsunami omija bazylikę
fronda	Suski: Trzaskowski zamieniłby Polskę w kraj żebraków
fronda	Papież: Bóg zawsze blisko człowieka
tvn24	"Przewrócili na ziemię, wykręcili mi ręce i wynieśli jak worek z ziemniakami"
fronda	Prezydent będzie gdzieś leciał i to się wszystko zmieni
tvn24	Formuła 1 nie boi się koronawirusa. "Mamy wypracowane procedury wykluczające możliwość zakażenia"
fronda	Mecenas Hambura jest reanimowany! Apel o modlitwę
fronda	Prezydent: 3 miesiące bez ZUS dla wszystkich firm
fronda	Co dalej w sprawach Piniora, Koguta i Brejzów?
fronda	Nowa Zelandia legalizuje zabijanie nienarodzonych
tvn24	Bez kibiców i zwiedzania Nowego Jorku. Specyficzne US Open
fronda	Koronawirus w Polsce: 4 osoby zmarły, 1905 zakażonych
fronda	Premier: Potrzebujemy nowego Planu Marshalla dla Europy
tvn24	Iga Świątek gotowa grać przy pustych trybunach. "Rywalizacja jest potrzebna"
fronda	Hejt na ministra. Rolnicy bronią Ardanowskiego
tvn24	Bertha dotarła do lądu. Jest druga na liście, a sezon się jeszcze nie zaczął
fronda	Rosyjski fake news oczernia Polskę
tvn24	Marszałek Sejmu Elżbieta Witek podała termin wyborów prezydenckich
tvn24	"Świadek walk i miejsce stacjonowania żołnierzy" zabytkiem
tvn24	Dzielnicowy podejrzany o branie łapówek za zwolnienie z kwarantanny i przymykanie oka na jej łamanie
fronda	Wygląda na to, że z kryzysu wyjdziemy obronną ręką
fronda	Jawny bunt prezydentów miast przeciw Państwu
fronda	Nie żyje żona śp. premiera Jana Olszewskiego
fronda	Sondaż: Polacy za przełożeniem wyborów, Duda prowadzi
fronda	Protesty w Niemczech. Mieszkańcy mają dość kwarantanny
tvn24	LOT przedłuża zawieszenie rejsów międzynarodowych. Jest nowa data
fronda	Odmów dziś tę litanię na czas pandemii!
fronda	Kobieta w islamie. Czyli o potwornym upodleniu...
tvn24	Spotkanie na granicy. "Oko w oko z dziką bestią"
fronda	Siekierą chcieli wymusić haracz. Akcja CBŚP
tvn24	Portugalia z rekordowym wzrostem. Prawie 10 tysięcy ozdrowieńców 
fronda	Czarnek: Opozycja musi odłożyć plany destrukcji Polski
fronda	Panie Jezu, strzeż naszych dzieci!
fronda	PAD podpisał ustawę o głosowaniu korespondencyjnym
fronda	Ks. Kobyliński: 7 lat pontyfikatu papieża Franciszka
tvn24	Trener Herthy rozpływa się w zachwytach nad Wernerem. Nad Piątkiem niekoniecznie
fronda	Poseł PO rozczarowany kolegami z KO
fronda	A. Duda we włoskim dzienniku: Wojtyła, papież wolności
fronda	Papież: módlmy się za umierających w samotności
fronda	44% przypadków zakażeń pochodzi od chorych bez objawów
fronda	Każdy, kto popełnia grzech, jest niewolnikiem grzechu
fronda	'Godziny dla seniorów' nie będą obowiązywać w weekendy
tvn24	Zdemontowano historyczny neon. Konserwator zabytków uspokaja: to na czas remontu elewacji
fronda	Niemiecka prasa: Kandydatura Kidawy to ‘katastrofa’
fronda	Weto odrzucone, Sejm przyjął ustawę dot. wyborów
tvn24	Wypadek z udziałem motocyklisty. Jednoślad utknął między autem a znakiem drogowym
fronda	Abp Pezzi: chrześcijanie modlą się jak za komunizmu
tvn24	Wiele kin na razie nie zamierza się otwierać. "Nie wiadomo, jaki reżim sanitarny ma obowiązywać"
fronda	Budka brzytwy się chwyta, czyli …
fronda	Żenujące! Kidawa-Błońska zaplątana we własne sznurki
fronda	Kto przyjmuje tego, którego Ja poślę, Mnie przyjmuje
tvn24	"Jeżeli nie akceptuje autorytetu i traktatów, to nie chce być członkiem Unii". Ostre słowa o polskim rządzie 
fronda	Pedofil wpadł w ręce policji po doniesieniu matki...
fronda	Wznowienie obrad SN 22 maja 2020
tvn24	Mariusz Błaszczak będzie miał pełnomocnika "do spraw przestrzeni kosmicznej"
fronda	Lisicki: PO na naszych oczach schodzi do grobu
tvn24	Szybko zakończyli sezon, szybko zaczną nowy. Szkoci wrócą do gry z początkiem sierpnia
tvn24	Polska nadzieja na medal w Tokio. "Mam w sobie głód walki"
fronda	Minister Ziobro mówi ,,Nie!'' pedofilom
fronda	,,Hiob''. Ósmy odcinek rekolekcji ,,Męska modlitwa''
fronda	Kuźmiuk: Schizofrenia polityczna Tuska
fronda	Kaczyński: Nie możemy przesunąć wyborów na za rok
fronda	Starzy sędziowie SN czekają na nowego prezydenta
fronda	Tomasz Merta: Nieodzowność konserwatyzmu
fronda	Pospieszalski: dzięki epidemii doceniliśmy to, co ważne
fronda	Koronawirus. Austria chce złagodzić ograniczenia
fronda	Iustitia: przerwijmy pracę, solidaryzując się z Tuleyą
tvn24	Grad goli w Monachium. Znów trafienie Lewandowskiego
fronda	Adam Bujak: To, co się dzieje, jest znakiem Niebios
fronda	Jakimowicz o Grodzkim: ignorant do potęgi entej
fronda	'Spodziewaliście się, że drań będzie dotrzymywał umów?'
tvn24	Konsultacje przed egzaminami dla ósmoklasistów. Uczniowie stawiają na zajęcia on-line
fronda	Adama Bodnara interesuje polityka, nie sprawy Polaków
tvn24	Urzędnicy przygotowują Karty Ucznia dla pierwszoklasistów 
fronda	Bielan: Wybory 10 maja trudne do utrzymania
fronda	Aresztowania duchownych za odprawianie Mszy świętych
tvn24	Większy azyl i progi zwalniające. Drogowcy przebudowują niebezpieczne przejście przy Radiowej
fronda	PO w sojuszu z Konfederacją? NAGRANIE posła Nitrasa
tvn24	"Mówił, że jest mechanikiem, codziennie wychodził w stroju roboczym”. Był poszukiwany czerwoną notą Interpolu
tvn24	Ostrzeżenia IMGW przed ulewami
tvn24	Joker Piątek. Wszedł z ławki i strzelił gola na wagę remisu
fronda	Jerzy Bukowski: Rosja znowu straszy
tvn24	Księża mieli odmówić podpisania listu poparcia dla biskupa Janiaka. "To bezprecedensowa sytuacja" 
fronda	Wielka Brytania. Obrona młodzieży przed propagandą LGBT
tvn24	FIFA apeluje po śmierci Floyda: zachować zdrowy rozsądek
fronda	37 rocznica śmierci Grzegorza Przemyka
tvn24	Rusza przebudowa alei Jana Pawła II i ronda Czterdziestolatka
